Codigo,Descripcion,Categoria,StockPrincipal,StockProduccion,StockTransformacion,CantidadPorCaja,NumeroCajas,Ubicacion,FechaExpedicion,DiasParaExpirar,FechaExpiracion,Proveedor,UltimaOrden,Detalles,Id,StockMinimo,StockMaximo,VidaUtilMeses,Notas,LotesJson
LGOIR-PLASTIC1,GRAY SHIMS,CHANTIER,523.0,0,0,0,0,E5C,XX,0,,N/A,,,mnt08vokrhlo89,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-TOOL1,GUN A EPOXY,CHANTIER,2.0,0,0,5.0,0.4,E6R,XX,0,,N/A,,,mnt08vol35ojei,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-PASTE12,HARDENER,CHANTIER,34.0,0,0,1.0,38.0,E5R,XX,0,,N/A,,,mnt08vomz71p0d,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LITTLE PIECE/ SECURITY3,HEX NUTS 5,USINE,10365.0,0,0,3000.0,3.455,E4L,XX,0,,N/A,,,mnt08vomrah5xq,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-PROTECTION6,LUNETTES DE PROTECTION,USINE/SAFETY,95.0,0,0,1.0,95.0,X,XX,0,,N/A,,,mnt08von2g0764,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LIQUID/MACHINERY1,COOL CUT METAL CUTTING LUBRICANT/LUBRIFIANT DE COUPE POUR METAUX,USINE,24.0,0,0,30.0,0.86666667,ETOPC,XX,0,,N/A,,,mnt08vonppuklw,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
18-KEBO-POU-23-BC,KERABOND WHITE,CHANTIER,31.0,0,0,30.0,1.16666667,E1L,XX,0,,PROSOL,46086,,mnt08voowlr1cd,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LIQUID2,"KERALASTIC (7,5L)",CHANTIER,2.0,0,0,1.0,2.0,E1L,XX,0,,N/A,,,mnt08vopccbpi2,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
18-KELA-LIQ-19-BC,KERALASTIC 5U.S GALS 18.9L,CHANTIER,10.0,0,0,10.0,1.2,E1L,XX,0,,PROSOL,46093,,mnt08voqyu902u,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LITTLE PIECE /SECURITY4,CAMS,ASSEMBLAGE,9690.0,0,0,1500.0,6.46,E4L,XX,0,,N/A,,,mnt08vor8wtpvv,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-TAPE1,painter's tape blue,ASSEMBLAGE/USINE,19.0,0,0,16.0,1.375,E5L,XX,0,,N/A,,,mnt08vorwolbmu,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
ANCHORPRESS,ANCHOR PRESS(DYNACAST),CHANTIER,8142.0,0,0,275.0,29.6072727,CONTAINEUR CHANTIER,XX,0,,N/A,Waiting,,mnt08vosiucnlc,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LIQUID4,Peinture Flat Black,MAGASINIER,1.0,0,0,6.0,0.16666667,E6C,XX,0,,AD prevost,,,mnt08vot3vqaxu,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LIQUID PM823,Peinture gold,FINITION,11.0,0,0,12.0,0.91666667,E6C,XX,0,,AD prevost,,,mnt08vou0olovj,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-BETON1189,ANCRAGE # 3,CHANTIER,1085.0,0,0,12.0,90.4166667,X,XX,0,,N/A,,,mnt08vovxtdph1,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
18-VCMC-832-12-XX,"VIS CMC NATUREL 8-32 X 1/2""",CHANTIER,0.0,0,0,7500.0,0,BOX 19,XX,0,,N/A,,,mnt08vovacg9r0,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-BETON/MARBLE10,"WEDGE BOLTS 3/8"" X3 3/4",CHANTIER,321.0,0,0,50.0,6.5,E2R,XX,0,,N/A,,,mnt08vqxuy53we,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-TOOL324,EXACTEAU,FINITION,5.0,0,0,12.0,0.41666667,ARMOIRE AVEC CLE T4,XX,0,,N/A,,,mnt08vox7jmyxg,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LIQUID PM819,Peinture light bronze,FINITION,9.0,0,0,12.0,0.75,E6C,XX,0,,AD prevost,,,mnt08voytgnjvw,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-RB5473,RUBAN POUR MARCHES,FINITION,1.0,0,0,12.0,0.08333333,ARMOIRE AVEC CLE T3,XX,0,,N/A,,,mnt08vozcukcal,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LIQUID ANOSPEC546,Peinture medium bronze,FINITION,19.0,0,0,12.0,1.58333333,E6C,XX,0,,AD prevost,,,mnt08vp0uwhi0p,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LIQUID10,Peinture Or Metalique,FINITION,3.0,0,0,12.0,0.25,E6C,XX,0,,N/A,,,mnt08vp0cg3y6l,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LITTLE12413,"HEX DRIVE JOINT CONNECTOR CAP NUT 1/4""-20 UNC X 669""LONG STEEL PLATED",FINITION,63.0,0,0,1.0,63.0,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,mnt08vp1tgg0c9,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-SHIM316,SHIM JAUNE 3/16,CHANTIER,1200.0,0,0,100.0,12.0,E2C,XX,0,,N/A,,,mnt08vp2vmgoqr,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-PLASTIC2,BIG BROWN PLASTIC PLUGS,CHANTIER,1356.0,0,0,400.0,3.39,E6R,XX,0,,N/A,,,mnt08vp3nj0szz,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LIQUID13,Polythinner,ASSEMBLAGE/ EXTRUSION/USINE,2.0,0,0,1.0,2.0,E1C,XX,0,,N/A,,,mnt08vp5jcreq6,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-GAS1,PROPANE FOR FORKLIFT,USINE,4.0,0,0,1.0,4.0,DEHORS,XX,0,,SUPERIEUR PROPANE,46101,,mnt08vp69aqh0l,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-RUBBER1,Rouleaux de gaskets,ASSEMBLAGE,2.0,0,0,1.0,2.0,ETOPL,XX,0,,N/A,,,mnt08vp88tplar,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-TOOL2,TOURNEVIS/SCREWDRIVER TX-15,CHANTIER,137.0,0,0,1.0,143.0,"E5R, BOX 44, BOX 27",XX,0,,N/A,,,mnt08vp9cxpya9,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-TOOL3,TOURNEVIS/SCREWDRIVER CMC,CHANTIER,89.0,0,0,1.0,100.0,"E5R, BOX 27",XX,0,,N/A,,,mnt08vpak8utk1,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-TOOL4,TOURNEVIS/SCREWDRIVER TX-25,CHANTIER,16.0,0,0,1.0,16.0,E5R,XX,0,,N/A,,,mnt08vpbk1q4an,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-LITTLE PIECE5,SEE THROUGH PIN,CHANTIER/FINITION,139.0,0,0,100.0,2.64,X,XX,0,,N/A,,,mnt08vpcke7mwk,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-SHIM08,"SHIMS 1/8""",CHANTIER/USINE,2280.0,0,0,1000.0,2.58,E2C,XX,0,,N/A,,,mnt08vpd4sbap8,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-SHIM04,"SHIMS 1/4""",CHANTIER/USINE,5460.0,0,0,1000.0,6.28,E2C,XX,0,,PSC,46098,,mnt08vpe4tzuhy,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-SHIM16,"SHIMS 1/16""",CHANTIER/USINE,5057.0,0,0,1000.0,5.457,E2C,XX,0,,N/A,,,mnt08vpfyskkb8,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-PASTE13,SIKAFLEX 1A,CHANTIER/USINE,293.0,0,0,24.0,13.625,E2R,46019,448,46567,PSC,46091,,mnt08vpgo16lrw,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-PASTE14,SILICONE TRANSLUCENT WHITE   DOWSIL,CHANTIER/FINITION,42.0,0,0,12.0,3.58333333,E4R,45183,-388,45731,PSC,,,mnt08vphbq67t3,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-PASTE15,SILICONE CLEAR DOWSIL,CHANTIER/FINITION,51.0,0,0,12.0,5.25,E4R,46699,1128,47247,PSC,,,mnt08vpinsj07k,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-PASTE16,Silicone Rustic Brick,CHANTIER,20.0,0,0,25.0,0.8,E5R,45748,177,46296,N/A,,,mnt08vpj1combc,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-METAL1,STEEL PLATE FOR CORNER NICHES,CHANTIER,148.0,0,0,1.0,146.0,E1C,XX,0,,Acier Lachine,,,mnt08vpk1ffkih,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-TIM123,"TIMBERTITE SCREW WOOD FASTENER(TAPCON) 1/4 X 8""  USE 5/16 HEX DRIVER REMOVAVLE  & REUSABLE CERAMIC COATED",CHANTIER,50.0,0,0,1.0,50.0,ARMOIRE SANS CLE T2,XX,0,,N/A,,,mnt08vpkfckne9,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-SQ45131,"IRWIN  METAL COMBINATION SQUARE 16"" 40CM",CHANTIER,2.0,0,0,1.0,2.0,ARMOIRE AVEC CLE T4,XX,0,,N/A,,,mnt08vpmdwba4e,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-BETON1,"TAPCON 1/4"" X 3-1/4",CHANTIER,2464.0,0,0,2000.0,1.2445,"E5R, ETOPR",XX,0,,N/A,,,mnt08vpnqxahmo,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-BETON2,"TAPCON 1/4"" X 2-3/4""",CHANTIER,5263.0,0,0,1000.0,5.308,CONTAINEUR CHANTIER,XX,0,,N/A,,,mnt08vpo5ing45,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-BETON3,TAPCON  1/2 x 5,CHANTIER,85.0,0,0,100.0,0.85,CONTAINEUR CHANTIER,XX,0,,N/A,,,mnt08vppigzh1j,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-PASTE17,TENAX,CHANTIER,31.0,0,0,12.0,2.91666667,E5R,XX,0,,N/A,,,mnt08vpqh1xrsb,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-METAL2,TENSION TIES,CHANTIER,21.0,0,0,1.0,25.0,E1C,XX,0,,N/A,,,mnt08vprea2u4p,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-CARPEINTEER1,VIS A BOIS 8 x 2 1/2,CHANTIER/CRETAGE,5000.0,0,0,2500.0,2.0,E4C,XX,0,,N/A,,,mnt08vpt2tt0qs,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-CARPEINTEER2,VIS A BOIS 8 X 1 1/4'',CHANTIER/CRETAGE,5820.0,0,0,7500.0,0.776,E4C,XX,0,,N/A,,,mnt08vpu436iml,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
LGOIR-CARPEINTEER3,"VIS A BOIS 8x 1 3/4""",CHANTIER/CRETAGE,60000.0,0,0,5000.0,12.0,"E4C, CRATAGE",XX,0,,N/A,,,mnt08vpvpgitv7,0,0,0,Origen Phoenix (movimientos). Inventario alineado con respaldo G-NEEX final. ⚠ Sin fila en CSV G-NEEX: metadatos solo desde Phoenix/respaldo.,[]
